text,label,explanation,__index_level_0__
The service logs your precise typing speed and rhythm for biometric identification,clearly_unfair,"Your keystroke dynamics, including typing speed and rhythm, are recorded and used to build a biometric identifier tied to your account.",30033
The service may access your linked bank accounts without initiating a transaction,clearly_unfair,"By linking a bank account, you authorize the service to periodically read your transaction history for profiling purposes unrelated to payment processing.",30034
The service can copy your account and data to a new entity after restructuring,clearly_unfair,"In the event of corporate restructuring, your account and all associated data may be transferred to a newly formed entity under separate and less protective terms.",30035
You agree to be held liable for the actions of all other users on your device,clearly_unfair,"If another person uses the service on your device, you accept full liability for any violations or harm they cause regardless of your awareness.",30036
The service may use your biometric data to unlock features for other users,clearly_unfair,Biometric data you provided for your own account verification may be repurposed to authenticate or unlock features for other accounts the service associates with you.,30037
The service can waive your privacy rights on your behalf in dealings with third parties,clearly_unfair,"The service may, at its discretion, waive your privacy rights in negotiations or agreements with third parties without obtaining your individual consent.",30038
You agree not to take legal action against the service in any form,clearly_unfair,"These terms require you to waive your right to bring any legal claim, including regulatory complaints and civil actions, against the service.",30039
The service may record your usage patterns and sell them to your employer on request,clearly_unfair,Detailed usage records may be provided to your employer or institution upon request if you use the service through a corporate or educational account.,30040
The service may install software components that run after you uninstall the app,clearly_unfair,"Uninstalling the service application does not guarantee the removal of all software components, some of which may continue running on your device.",30041
The service uses voice sentiment analysis to assess your emotional state,clearly_unfair,"Audio from your voice calls or messages is analyzed using sentiment analysis software to assess your emotional state, which is stored in your profile.",30042
The service may involuntarily enroll you in data-sharing programs with government agencies,clearly_unfair,"You may be automatically enrolled in data-sharing programs with government authorities without being informed, under national security provisions.",30043
The service may use your content to place paid advertisements on other platforms,clearly_unfair,Content you create on the service may be repurposed and displayed as paid advertising on external platforms without your knowledge or compensation.,30044
Declining data-sharing requests disables core functionality of the service,clearly_unfair,"If you decline optional data-sharing requests, core features of the service are disabled as a penalty, effectively making consent non-optional.",30045
The service may share your children's data collected via family account features,clearly_unfair,Data about minor children collected through family sharing features may be shared with third parties subject to the same commercial data practices as adult users.,30046
You grant an irrevocable license to any improvements made to the service using your data,clearly_unfair,"The service owns any improvements, patents, or innovations developed as a result of analyzing your data, and you receive no compensation or credit.",30047
The service may collect data about your in-person interactions via nearby device detection,clearly_unfair,The service may detect other users or devices near you using Bluetooth or other proximity technologies to map your in-person social interactions.,30048
The service tracks your eye movements and attention through camera access,clearly_unfair,Camera access granted to the service may be used to track your eye movements and areas of visual attention within the interface for behavioral analysis.,30049
User data is retained indefinitely with no maximum retention period ever stated,clearly_unfair,"The service has no stated maximum data retention period, meaning your personal data could be retained indefinitely with no scheduled deletion.",30050
The service can modify your past posts without retaining the original version,clearly_unfair,The service reserves the right to alter previously posted content and is not obligated to keep a copy of the original version.,30051
The service collects information about your household members through account usage data,clearly_unfair,"Usage patterns and contextual data may be analyzed to infer information about other members of your household, even if they are not registered users.",30052
This service provides a full audit log of every action taken on your account,clearly_fair,"A complete, timestamped log of every action performed on your account, including by service staff, is available for you to review at any time.",30053
The service does not retain personal data of EU users outside the EEA,clearly_fair,All personal data belonging to EU residents is stored and processed exclusively within the European Economic Area in compliance with GDPR transfer restrictions.,30054
This service's terms explicitly prohibit discriminatory profiling of any kind,clearly_fair,"The service explicitly prohibits the use of personal data to create profiles that discriminate based on race, gender, religion, disability, or any other protected characteristic.",30055
You have the right to receive a copy of all automated decisions made about you,clearly_fair,"Whenever an automated system makes a decision affecting your account, you are entitled to receive a full explanation and copy of the decision-making logic applied.",30056
The service offers lifetime data retention guarantees regardless of account status,clearly_fair,"Even if your account is closed, the service guarantees that you can retrieve your data within five years of closure at no charge.",30057
This service allows you to view and cancel all active third-party integrations,clearly_fair,"A dashboard lists all third-party services connected to your account, and you can revoke access to any of them instantly with a single action.",30058
The service offers a verifiable warrant canary updated weekly,clearly_fair,"The service publishes and updates a warrant canary on a weekly basis, allowing users to verify whether the service has received classified government requests.",30059
The service implements data minimization by collecting only what is strictly necessary,clearly_fair,"The service formally commits to a data minimization principle, collecting only the minimum data strictly necessary for the service to function.",30060
All advertising partners are named and publicly listed in the privacy policy,clearly_fair,Every company that receives your data for advertising purposes is individually named and publicly listed in the privacy policy with links to their own policies.,30061
This service grants users the right to modify how their data is used at any time,clearly_fair,"You can adjust your data usage preferences at any time through a granular privacy dashboard, and changes take effect within 24 hours.",30062
The service has never received a binding order to disclose user data in bulk,clearly_fair,The service confirms it has never been subject to a court order or legal mechanism requiring bulk disclosure of user data.,30063
Cookies from this service expire within 24 hours by default,clearly_fair,"All cookies set by the service are configured to expire within 24 hours, minimizing persistent tracking.",30064
The service provides a dedicated email address for privacy rights requests,clearly_fair,"A dedicated, monitored email address is provided exclusively for handling user data access, correction, and deletion requests.",30065
This service funds independent privacy research about its own practices,clearly_fair,The service actively funds independent academic research examining its own privacy practices and publishes the findings without editing.,30066
Users can switch to a fully local data storage mode with no cloud synchronization,clearly_fair,You can configure the service to store all data locally on your device with no synchronization to cloud servers.,30067
Content you delete is permanently purged within 72 hours from all servers,clearly_fair,"Deleted content is permanently removed from all servers, backups, and caches within 72 hours of your deletion request.",30068
The service provides machine-readable privacy policies compliant with P3P standards,clearly_fair,Privacy policies are provided in machine-readable formats compliant with international privacy standards to enable automated analysis and comparison.,30069
The service never shares data with social media platforms or tracking networks,clearly_fair,Your data is explicitly never shared with social media companies or advertising tracking networks under any circumstances.,30070
This service provides a free legal summary of all its privacy commitments,clearly_fair,"A free, plain-language legal summary prepared by independent counsel is provided alongside the full privacy policy for every user.",30071
The service does not use algorithmic filtering on your private communications,clearly_fair,"Your private messages and communications are never processed by algorithmic filters, and are only reviewed with your explicit consent in response to a specific support request.",30072
The service may adjust content visibility based on your engagement score,potentially_unfair,"An internal engagement score may determine how widely your content is distributed, reducing visibility for accounts that the algorithm ranks lower.",30073
Your device identifiers may be shared with analytics partners,potentially_unfair,"Unique identifiers from your device, such as advertising IDs, may be shared with analytics partners to track you across platforms.",30074
The service may charge different rates for the same service based on inferred wealth,potentially_unfair,The service may use inferred data about your income or spending power to offer you pricing that differs from what other users see.,30075
The service may restrict your account without stating which specific term you violated,potentially_unfair,"If your account is restricted, the service is not obligated to specify which provision of its terms you are alleged to have violated.",30076
Users must accept updates to the terms within 30 days or lose access,potentially_unfair,"If you do not accept updated terms within 30 days of their publication, your access to the service will be suspended until you accept.",30077
The service may use predictive analytics to pre-emptively limit your account,potentially_unfair,"Predictive behavioral modeling may be used to identify accounts likely to violate terms in future, and those accounts may face preemptive restrictions.",30078
The service may use your engagement data to train third-party recommendation algorithms,potentially_unfair,Data about how you interact with content on the service may be packaged and sold to third parties for use in training recommendation systems outside the service.,30079
Users may be shown different versions of the terms based on their region,potentially_unfair,"The terms you are presented with may vary based on your geographic location, with less protective versions shown in jurisdictions with weaker regulations.",30080
The service may use your past activity to limit access to new features,potentially_unfair,"Your history of using the service may be used to determine your eligibility for new features, potentially penalizing users for past behavior.",30081
The service may use data about your family members shared by mutual connections,potentially_unfair,"If a mutual contact on the service shares data about your household or family, the service may store and process that information about you even without your consent.",30082
The service provides documentation on how to configure privacy settings optimally,potentially_fair,A dedicated guide is provided explaining how to configure all available privacy settings to minimize data sharing.,30083
The service may analyze content you upload to detect malicious software,potentially_fair,Files you upload are scanned by automated systems to detect malware or other harmful software as a security measure.,30084
The service may record call durations but not call content for billing purposes,potentially_fair,"For billing and quality assurance, the service may log the duration of calls but does not record or retain the content of those calls.",30085
The service may ask you to complete a short survey before receiving a refund,potentially_fair,"Before processing a refund, the service may request brief feedback about the reason for your dissatisfaction.",30086
The service uses standard TLS encryption for all data in transit,potentially_fair,All data transmitted between your device and the service's servers is encrypted using current industry-standard TLS protocols.,30087
The service may send security alerts if unusual login activity is detected,potentially_fair,"If the service detects a login from an unusual location or device, it may send you a security notification by email or in-app message.",30088
You are informed if the service changes the third-party processors it works with,potentially_fair,"If the service engages a new third-party data processor, you will be informed of the change before it takes effect.",30089
The service may make features unavailable during scheduled maintenance windows,potentially_fair,"Planned maintenance is performed during designated windows and users are informed in advance, during which some features may be temporarily unavailable.",30090
The service provides an explanation when a refund request is rejected,potentially_fair,"If a refund request is denied, the service provides a written explanation of the reason for the rejection.",30091
The service may ask for your phone number to enable account recovery options,potentially_fair,Providing a phone number is optional but enables additional account recovery options in case you lose access to your primary login method.,30092
The service may sell your real-time location to any interested buyer,clearly_unfair,"This means companies can buy live data about exactly where you are right now. Your movements — like when you leave home, go to work, or visit a doctor — can be sold to strangers.",40000
Your private photos are scanned to build an advertising profile about you,clearly_unfair,"Even photos you never share publicly are analyzed by the service. They use what they find in your pictures — like your face, home, or activities — to show you targeted ads.",40001
The service can listen to your microphone at any time without telling you,clearly_unfair,The app can activate your phone's microphone in the background without showing any indicator. This means it could pick up private conversations without your knowledge.,40002
You cannot delete your data even if you close your account,clearly_unfair,"Closing your account does not mean your data is deleted. The service keeps everything about you permanently, and you have no way to force them to remove it.",40003
The service sells your health information to insurance companies,clearly_unfair,Health details you share — like medical conditions or fitness habits — can be sold to insurers. This could affect your insurance rates or eligibility without you ever knowing why.,40004
The service records all your messages and stores them forever,clearly_unfair,"Every message you send, including ones you think are private, is permanently stored by the service. There is no deletion and no expiry date on these records.",40005
Your face is scanned from uploaded photos and stored as a biometric identifier,clearly_unfair,The service extracts a unique digital signature of your face from photos you upload. This facial data is stored and can be used to identify you across other systems.,40006
The service can see all other apps installed on your device,clearly_unfair,"By accepting these terms, you allow the service to view a full list of every app installed on your phone. This reveals personal habits, health concerns, and interests you may not want to share.",40007
You give up the right to sue the service even if they harm you,clearly_unfair,"These terms remove your legal right to take the service to court, no matter what they do to you. If they lose your data, breach your privacy, or cause financial harm, you have no legal recourse.",40008
The service shares your private messages with advertisers,clearly_unfair,Messages you send through the service — even ones marked as private — may be read and shared with advertising partners to help them target you with ads.,40009
Your children's data is collected and used for commercial purposes,clearly_unfair,"If children use this service, their personal information is collected and used to generate profit, for example through advertising or data sales. Children's data deserves stronger protection.",40010
"The service can change the terms without telling you, and your silence means agreement",clearly_unfair,"The service can update its rules at any time. If you keep using the service without reading the new terms, they treat that as your agreement — even if the changes remove important protections.",40011
Your voting behavior and political beliefs are inferred and shared with third parties,clearly_unfair,"The service may analyze your activity to guess your political views or voting behavior, and then share that sensitive information with third parties such as political campaigns or research firms.",40012
The service permanently bans you from all future products if you violate any rule once,clearly_unfair,"A single violation of any rule — even a minor one — can result in a permanent ban not just from this service but from all products made by the same company, with no appeal.",40013
You grant the service ownership of all ideas and inventions you create using their tools,clearly_unfair,"Any idea, design, or invention you develop using the service's tools legally belongs to them, not you. You cannot claim ownership or profit from your own creative work done on their platform.",40014
"The service tracks every website you visit, even when you're not using it",clearly_unfair,"Even when you are not actively using this service, tracking software it installed on your device continues to watch which websites you visit and reports that back.",40015
The service may access your bank account history without asking each time,clearly_unfair,"By linking your bank account, you give the service ongoing permission to read your transaction history whenever they choose — not just when making a payment.",40016
Your data is shared with foreign governments without a court order,clearly_unfair,"The service may hand over your personal information to government agencies in other countries simply when asked, without requiring any legal process or court approval.",40017
The service uses your content to train AI and claims ownership of the results,clearly_unfair,"Anything you post is used to train the service's AI systems. Any AI-generated work that comes from your content is then owned by the service, not by you.",40018
Your precise GPS location is recorded every time you open the app,clearly_unfair,"Every single time you open the app, your exact location is recorded and stored. Over time, this builds a detailed map of everywhere you go.",40019
The service can alter or delete your content without ever telling you,clearly_unfair,"The service can quietly change or remove anything you have posted at any time and for any reason, with no obligation to notify you or explain why.",40020
You must pay a fee to get a copy of your own personal data,clearly_unfair,"If you want to see what information the service holds about you, they may charge you a fee to access it. This is your own data, and you should be able to access it for free.",40021
The service installs software that keeps running even after you uninstall the app,clearly_unfair,"Uninstalling the app does not remove everything. Components left behind continue running on your device, potentially still collecting data after you thought you had removed the service.",40022
The service can freeze your money in the account without explanation,clearly_unfair,"If you hold any balance in the service, it can be frozen at any time without the service giving you a reason. You may be unable to access your own funds indefinitely.",40023
Your emotional state is analyzed from your voice and stored in your profile,clearly_unfair,The service analyzes the tone and content of your voice during calls or recordings to infer your emotional state. This emotional data is stored and tied to your profile.,40024
You agree not to tell anyone what the terms say,clearly_unfair,A clause prevents you from publicly discussing or sharing the contents of the service's own terms and conditions. This keeps other people from finding out what they are agreeing to.,40025
The service can use your identity to endorse products in ads shown to your friends,clearly_unfair,"Your name and profile picture may appear in advertisements shown to people you know, making it look like you are recommending products you never personally endorsed.",40026
Your mental health data is shared with employers or insurers,clearly_unfair,"Information about your mental health — gathered from what you share or how you use the service — may be disclosed to employers or insurers, potentially affecting your job or coverage.",40027
The service can lock you out of your paid subscription mid-cycle with no refund,clearly_unfair,"Even if you have paid for a subscription, the service can cut off your access at any point during the billing period and keep your money for the unused time.",40028
The service logs your typing patterns to uniquely identify you,clearly_unfair,The rhythm and speed of how you type is recorded and used as a biometric fingerprint. This can be used to identify you even if you switch accounts or use a different name.,40029
You waive your right to compensation if the service leaks your data,clearly_unfair,"If the service suffers a data breach and your personal information is exposed, these terms prevent you from seeking any financial compensation for the harm caused.",40030
The service shares your location with every business you walk past,clearly_unfair,"Using Bluetooth or similar technology, the service detects businesses or beacons nearby and shares your proximity data with those locations for advertising purposes.",40031
The service can read all other notifications on your phone,clearly_unfair,"Granting notification access allows the service to read alerts from your banking app, health apps, personal messages, and every other app on your phone — not just its own.",40032
Your data is kept and sold even after you request deletion,clearly_unfair,"Submitting a deletion request does not mean your data is removed. The service keeps and continues to sell it, citing vague business interests that override your right to be forgotten.",40033
The service infers your income and adjusts prices specifically for you,clearly_unfair,"The service uses data about your spending, location, and behavior to estimate how much money you have, then charges you higher prices than other users for the same service.",40034
"The service can share your data with any company it is acquired by, under any terms",clearly_unfair,"If the service is sold or merged with another company, all your personal data goes with it — and that new company can use it however they want, under whatever terms they choose.",40035
"All disputes must go through arbitration paid for by the service, which picks the arbitrator",clearly_unfair,"If you have a problem with the service, you cannot go to court. Instead, you must use an arbitrator that the service itself selects and funds, which creates a conflict of interest.",40036
The service tracks which other users you interact with to build a map of your social life,clearly_unfair,Every interaction you have with other users is recorded and used to map your personal relationships. This social graph can reveal sensitive details about your private life.,40037
The service records ambient audio when the app is running in the background,clearly_unfair,"When the app runs in the background on your device, it may use the microphone to capture audio from your environment — including private conversations — without triggering a visible indicator.",40038
You agree to let the service place ads inside your private chat conversations,clearly_unfair,Advertisements can be inserted directly into your private messaging threads. This means ads appear within conversations that are supposed to be personal and private.,40039
The service uses your data to generate profiles and sells those to data brokers,clearly_unfair,"Your activity, preferences, and personal details are packaged into a profile and sold to data brokers — companies whose entire business is buying and reselling information about people.",40040
Your location history is available to any law enforcement agency that requests it,clearly_unfair,Any police force or government agency that asks can receive a full history of your location data without needing a warrant. The service hands it over as a matter of routine.,40041
The service can use your biometric data to authenticate other users,clearly_unfair,Biometric information you provided to verify your own identity — such as your face or fingerprint — may be repurposed to help authenticate or verify the identity of other users.,40042
The service may expose personal details from your private profile in search results,clearly_unfair,"Information you added to your profile and set to private may still appear in public search engine results, making it visible to anyone searching for your name or details.",40043
"You cannot opt out of the service selling your data, even as a paid subscriber",clearly_unfair,"Even if you pay for the service, your personal data is still sold to third parties. There is no option to stop this, regardless of how much you pay.",40044
The service can revoke your account and keep all your stored content,clearly_unfair,"If your account is terminated for any reason, the service keeps all content you had stored — your photos, files, messages — and does not return or delete them.",40045
Your personal data is used to predict future behavior and shared with third parties,clearly_unfair,"The service creates predictive models based on your data — guessing what you will do next — and sells those predictions to third parties, including employers and marketers.",40046
The service captures screenshots of your screen during app usage,clearly_unfair,"While you use the app, the service may take screenshots of your screen — capturing whatever is currently visible, including content from other apps or sensitive information.",40047
You lose copyright over any creative work posted to this service,clearly_unfair,"When you upload creative work — art, writing, music, photographs — the service takes ownership of it. You can no longer claim it as your own or prevent others from using it.",40048
The service can sell your contact list to marketing companies,clearly_unfair,"The contact information of people stored on your device can be exported and sold to marketing companies, even though those contacts never agreed to share their details with this service.",40049
The service shares your personal data with political organizations,clearly_unfair,"Your personal data, including your demographic information and interests, may be shared with or sold to political parties or advocacy organizations without your knowledge.",40050
The service is not required to tell you if your data was part of a breach,clearly_unfair,"If your data is stolen or exposed in a security breach, the service is not obligated to inform you. You may never find out that your personal information was compromised.",40051
The service can prevent you from taking legal action by changing jurisdiction,clearly_unfair,"The service can unilaterally change the legal jurisdiction that governs your agreement, moving any disputes to a location where it is practically or financially impossible for you to pursue a case.",40052
Your data continues to be used after you request account deletion for an undefined period,clearly_unfair,"After you delete your account, the service continues to process and use your data for an unspecified period of time before anything is actually deleted.",40053
The service collects information about your offline purchases through partners,clearly_unfair,"The service collects data about purchases you make in physical stores through partnerships with payment processors or retail loyalty programs, even when you are not using the service.",40054
"The service can remove any earned rewards, credits, or discounts at any time",clearly_unfair,"Any loyalty points, discounts, referral bonuses, or rewards you have earned can be taken away by the service at any time and without any compensation or explanation.",40055
You agree to pay legal costs if you sue the service and lose,clearly_unfair,"If you bring a legal claim against the service and do not win, you are responsible for paying the service's legal fees. This acts as a strong financial deterrent to seeking justice.",40056
You can see a complete list of every third party your data is shared with,clearly_fair,"The service publishes a full, up-to-date list of every company or organization that receives your personal data. You always know exactly who has access to your information.",40057
This service deletes all your data within 48 hours of account deletion,clearly_fair,"When you delete your account, all your personal data is permanently removed from the service's systems within 48 hours. You do not have to wait weeks or chase them for confirmation.",40058
The service has never and will never sell your personal data,clearly_fair,"The service makes a clear, binding promise that it will not sell your personal information to anyone, ever — not to advertisers, data brokers, or any other party.",40059
You can opt out of every non-essential data collection with one click,clearly_fair,A single button lets you disable all data collection that is not strictly necessary for the service to work. You do not have to hunt through settings or fill in forms.,40060
The service notifies you by email within 24 hours of any data breach,clearly_fair,"If a security breach affects your data, you will receive an email within 24 hours telling you what happened, what data was involved, and what you should do next.",40061
All content you post is licensed only for use within this service,clearly_fair,"The service can only use your content to display it within their own platform. They cannot publish it elsewhere, use it in ads, or license it to third parties.",40062
This service supports right-to-erasure requests under GDPR and processes them within 30 days,clearly_fair,"If you ask for your data to be deleted under your legal rights, the service will complete the deletion within 30 days and confirm it to you in writing.",40063
This service does not share your data with any government unless legally compelled by a court,clearly_fair,The service will only provide your data to governments or authorities when a court of law formally orders it to do so. Informal requests are always refused.,40064
You can turn off data collection entirely and still use the full service,clearly_fair,Disabling all optional data collection does not remove any features or limit your experience. The complete service is available to you even with maximum privacy settings enabled.,40065
The service stores all your data on servers located in your own country,clearly_fair,Your data never leaves your home country. This means it stays under your local privacy laws and is not subject to the weaker protections of other jurisdictions.,40066
No automated system can ban your account without a human reviewing the decision first,clearly_fair,"Automated moderation systems cannot act alone. Any account action, including suspension or ban, must be reviewed and confirmed by a human being before it takes effect.",40067
This service allows you to use a pseudonym and never requires your real name,clearly_fair,"You are completely free to use a made-up name or handle. The service never requires you to disclose your real identity, protecting your anonymity.",40068
Your data is encrypted in a way that even the service's own staff cannot read it,clearly_fair,The encryption used means that your personal data is unreadable to anyone — including the service's own employees. Only you hold the key to access your information.,40069
The service publishes its full source code so anyone can verify its privacy claims,clearly_fair,The service's code is open source and publicly available. Independent security researchers and developers can verify that the service actually does what its privacy policy promises.,40070
All changes to the privacy policy require you to actively agree before they take effect,clearly_fair,Privacy policy changes never take effect just because you kept using the service. You are always shown exactly what changed and must actively click to accept before the new terms apply.,40071
This service does not display any advertising of any kind,clearly_fair,There are no advertisements on this service in any form. Your data is never used for advertising and no advertiser receives any information about you.,40072
You receive a full refund if you cancel your subscription within the first 30 days,clearly_fair,"If you change your mind after signing up, you have 30 days to cancel and receive a complete refund with no questions asked and no deductions.",40073
The service provides two-factor authentication free of charge to all users,clearly_fair,You can secure your account with two-factor authentication at no extra cost. This adds a powerful layer of protection against unauthorized access.,40074
This service does not collect any data from users under the age of 16,clearly_fair,"The service actively screens for underage users and does not collect, store, or process personal data from anyone under 16 years old in compliance with child protection laws.",40075
The service's data retention policy is capped at a maximum of 12 months,clearly_fair,"The service keeps your data for a maximum of 12 months, after which it is automatically and permanently deleted. There is no indefinite storage of your personal information.",40076
You can revoke any data consent at any time and the change takes effect immediately,clearly_fair,"If you change your mind about any data permission you gave, you can withdraw consent instantly. The service stops using your data for that purpose right away — no delays.",40077
This service's privacy practices are certified by an independent third-party auditor,clearly_fair,An independent organization regularly audits this service's privacy practices and certifies that they meet the standards promised in the privacy policy.,40078
The service provides a dedicated privacy helpline available seven days a week,clearly_fair,A real person is available to answer your privacy questions every day of the week. You can call or message to ask anything about how your data is used.,40079
All cookies used by this service are optional except the one needed to keep you logged in,clearly_fair,Only one cookie is required — the one that keeps you signed in. Every other cookie is optional and can be declined without affecting your use of the service.,40080
This service operates as a nonprofit and has no commercial interest in your data,clearly_fair,"The service is run as a nonprofit organization. Because it has no commercial motivation, there is no financial incentive to exploit or sell your personal data.",40081
You are given at least 90 days notice before any significant change to the terms,clearly_fair,"If the service plans to make any major change to its terms or privacy policy, it will tell you at least 90 days in advance, giving you plenty of time to decide what to do.",40082
The service may make its premium features temporarily free to encourage you to upgrade,potentially_unfair,"The service might unlock paid features for free for a limited time to get you used to them, then revert them to paid. This is designed to encourage you to buy a subscription.",40083
Your data may be used to improve features you do not personally use,potentially_unfair,"Your activity and personal data may be analyzed to improve parts of the service that you yourself never use, meaning your information benefits other users rather than you.",40084
The service may transfer your account to a regional partner without your approval,potentially_unfair,"If you are in a certain country, your account and data may be transferred to a local partner company without asking you first, and that partner operates under its own terms.",40085
The service may display sponsored content in your personal feed without labeling it clearly,potentially_unfair,"Paid promotional content may appear in your feed in a format that looks similar to regular content, making it hard to tell what is an advertisement and what is not.",40086
Your account may be flagged if you use privacy tools such as a VPN,potentially_unfair,"Using a VPN or other privacy-protecting technology may cause the service to flag your account as suspicious, potentially leading to restrictions or verification requirements.",40087
The service may keep partial data after you delete your account for fraud prevention,potentially_unfair,"After account deletion, some of your data may be retained to protect against fraud or misuse. The service decides what counts as necessary to keep, without your input.",40088
The service may share your data in aggregate with industry bodies,potentially_unfair,"Your data — combined with data from other users and stripped of direct identifiers — may be shared with industry organizations for research, benchmarking, or policy purposes.",40089
The service may charge you if your usage significantly exceeds the average,potentially_unfair,"If your use of the service is much higher than average, you may receive a bill for the excess — even if this threshold is not clearly defined when you sign up.",40090
The service may adjust what content you see based on your account payment status,potentially_unfair,"Whether you are on a free or paid plan may affect what content the algorithm shows you, with paid users potentially receiving wider or more favorable distribution.",40091
The service may contact you by post if you provide a mailing address,potentially_unfair,"If you enter a physical address, the service may use it to send you marketing material by post. This is a form of direct marketing you may not have expected to receive.",40092
The service reserves the right to reject your username without giving a reason,potentially_unfair,The service can refuse or change your chosen username at any time without explaining why. You have no right to a specific username even if you have used it for years.,40093
The service may limit the number of messages you can send per day,potentially_unfair,"Daily messaging limits may be applied to your account, especially on free plans. Exceeding the limit could result in delayed delivery or a requirement to upgrade.",40094
The service may use your interaction history to test new features on you without notice,potentially_unfair,You may be selected to test new features based on your account history. These experiments could change how the service works for you without prior notice or explanation.,40095
The service may restrict access to your data export if you submit requests too frequently,potentially_unfair,"If you request data exports too often, the service may impose a waiting period between requests, limiting how quickly you can retrieve and back up your own information.",40096
The service may keep your username reserved even after you delete your account,potentially_unfair,"After account deletion, your username may be taken out of circulation permanently — meaning no one else can use it but you also cannot reclaim it if you return.",40097
The service may impose country-specific restrictions that reduce your rights,potentially_unfair,"Users in certain countries may be subject to additional restrictions that go beyond those applied to users in other regions, due to local legal or commercial arrangements.",40098
The service may use your stored payment method for automatic renewals without a reminder,potentially_unfair,"Subscriptions may be automatically renewed using your saved payment card without sending you a reminder beforehand, making it easy to be charged without intending to renew.",40099
The service may limit your ability to share content externally from the platform,potentially_unfair,"You may be restricted in how you share content outside the service, for example by limiting what can be exported or copied, in order to keep users engaged on the platform.",40100
The service may require additional verification if you use the service from a new device,potentially_unfair,"Logging in from a new device may trigger a full identity verification process that takes time to complete, during which you cannot access your account.",40101
The service may apply different community guidelines to users in different countries,potentially_unfair,The rules you are expected to follow may differ depending on your country. Users in some regions may face stricter content rules or fewer protections than others.,40102
The service may use your account for beta testing without giving you a choice to opt out,potentially_unfair,"You may be enrolled in beta testing programs that expose you to unfinished or experimental features that could be unstable, without being given a way to opt out.",40103
The service may disable your account if it detects unusual login patterns,potentially_unfair,Unusual login behavior — like logging in from two different cities in a short time — may trigger an automatic account lockout that requires effort to resolve.,40104
Your content may be removed if it is reported by other users regardless of its accuracy,potentially_unfair,"Content that receives multiple user reports may be removed while under review, even if it is entirely accurate and does not actually violate any rules.",40105
The service may restrict your ability to delete old posts after a certain period,potentially_unfair,"After content has been live for a certain amount of time, the service may limit or remove your ability to delete it, leaving old posts permanently on the platform.",40106
The service may not honor refund requests made more than 14 days after purchase,potentially_unfair,"Refund requests submitted more than 14 days after a purchase will typically be declined, even if you have barely used the service or experienced a significant problem.",40107
The service may change how your data is used when you move to a different country,potentially_unfair,"If you relocate to a different country, the applicable version of the privacy policy may change, potentially resulting in fewer protections for your data.",40108
The service may display your account name or activity in public leaderboards,potentially_unfair,"Your username and usage statistics may be shown in public rankings or leaderboards visible to all users, without giving you the ability to opt out.",40109
The service may use third-party tools to detect prohibited activity on your account,potentially_unfair,"External vendors may be used to monitor your account for suspicious or prohibited behavior, meaning your account data is analyzed by companies outside the service's direct control.",40110
The service may limit features available during a free trial without clear disclosure,potentially_unfair,"Free trial accounts may have hidden limitations compared to paid accounts that are not clearly explained at the time of sign-up, affecting your ability to evaluate the service fairly.",40111
The service may make it difficult to cancel a subscription by requiring a phone call,potentially_unfair,"To cancel your paid subscription, you may be required to call a phone number rather than using a simple online option, creating friction designed to discourage cancellation.",40112
The service may transfer your data to a third party following a financial restructuring,potentially_unfair,If the service undergoes financial restructuring — such as selling assets or entering administration — your personal data may be transferred to a third party as part of that process.,40113
